;ESTACION;PRODUCTO;INICIAL;FINAL;PVP;ESTACION;PAGO;TARIFA
31;90;1;01/08/2025;20/08/2025;1,790;MANISES - EXOIL;MENSUAL;TARIFA ROR
31;93;1;01/08/2025;20/08/2025;1,843;FEGOBLAN PONTEVEDRA;MENSUAL;TARIFA ROR
31;94;1;01/08/2025;20/08/2025;1,832;VEGA DE VALCARCE;MENSUAL;TARIFA ROR
31;95;1;01/08/2025;20/08/2025;1,842;HOILA TOLEDO;MENSUAL;TARIFA ROR
31;97;1;01/08/2025;20/08/2025;1,817;PETREM TRUCKS FIGUERES;MENSUAL;TARIFA ROR
7;73;1;01/08/2025;20/08/2025;1,821;TORREJON;MENSUAL;TARIFA ESTEBAN
7;19;1;01/08/2025;20/08/2025;1,782;ARCOS JALON;MENSUAL;TARIFA ESTEBAN
7;26;1;01/08/2025;20/08/2025;1,790;ALFAJARIN;MENSUAL;TARIFA ESTEBAN
7;1;1;01/08/2025;20/08/2025;1,807;TORREMOCHA;MENSUAL;TARIFA ESTEBAN
7;2;1;01/08/2025;20/08/2025;1,807;MADRID;MENSUAL;TARIFA ESTEBAN
7;55;1;01/08/2025;20/08/2025;1,833;VALLECAS;MENSUAL;TARIFA ESTEBAN
7;96;1;01/08/2025;20/08/2025;1,821;ES VALDEMORO;MENSUAL;TARIFA ESTEBAN
7;9;1;01/08/2025;20/08/2025;1,765;PAMPLONA;MENSUAL;TARIFA ESTEBAN
7;10;1;01/08/2025;20/08/2025;1,765;PAMPLONA;MENSUAL;TARIFA ESTEBAN
7;74;1;01/08/2025;20/08/2025;1,821;HUMILLADERO;MENSUAL;TARIFA ESTEBAN
7;75;1;01/08/2025;20/08/2025;1,821;HUMILLADERO;MENSUAL;TARIFA ESTEBAN
7;27;1;01/08/2025;20/08/2025;1,807;UCLES;MENSUAL;TARIFA ESTEBAN
7;72;1;01/08/2025;20/08/2025;1,821;BENAMEJI;MENSUAL;TARIFA ESTEBAN
7;76;1;01/08/2025;20/08/2025;1,777;SORIA ALCUBILLAS;MENSUAL;TARIFA ESTEBAN
7;83;1;01/08/2025;20/08/2025;1,790;ES RIBA-ROJA;MENSUAL;TARIFA ESTEBAN
7;84;1;01/08/2025;20/08/2025;1,790;ES PISTA DE SILLA;MENSUAL;TARIFA ESTEBAN
7;85;1;01/08/2025;20/08/2025;1,790;ES REAL DE GANDIA;MENSUAL;TARIFA ESTEBAN
7;87;1;01/08/2025;20/08/2025;1,790;ES CHIVA;MENSUAL;TARIFA ESTEBAN
7;88;1;01/08/2025;20/08/2025;1,790;ES ALBERIC;MENSUAL;TARIFA ESTEBAN
7;18;1;01/08/2025;20/08/2025;1,797;ABRERA;MENSUAL;TARIFA ESTEBAN
7;70;1;01/08/2025;20/08/2025;1,833;VALDEHERRERA;MENSUAL;TARIFA ESTEBAN
7;23;1;01/08/2025;20/08/2025;1,814;EL CASAR;MENSUAL;TARIFA ESTEBAN
7;66;1;01/08/2025;20/08/2025;0,000;MONTE REAL;MENSUAL;TARIFA ESTEBAN
7;8;1;01/08/2025;20/08/2025;1,797;LA JOYOSA;MENSUAL;TARIFA ESTEBAN
7;82;1;01/08/2025;20/08/2025;1,802;JUNDIZ NORPETROL;MENSUAL;TARIFA ESTEBAN
7;16;1;01/08/2025;20/08/2025;1,911;OLIVERAL;MENSUAL;TARIFA ESTEBAN
7;14;1;01/08/2025;20/08/2025;0,000;Z.FRANCA;MENSUAL;TARIFA ESTEBAN
7;5;1;01/08/2025;20/08/2025;1,794;GUARROMAN;MENSUAL;TARIFA ESTEBAN
7;41;1;01/08/2025;20/08/2025;1,821;VALDEPEÑAS;MENSUAL;TARIFA ESTEBAN
7;64;1;01/08/2025;20/08/2025;1,814;OPEN;MENSUAL;TARIFA ESTEBAN
7;44;1;01/08/2025;20/08/2025;1,785;TJOIL SEVILLA;MENSUAL;TARIFA ESTEBAN
7;33;1;01/08/2025;20/08/2025;1,837;BENAVENTE;MENSUAL;TARIFA ESTEBAN
7;34;1;01/08/2025;20/08/2025;1,808;IRUN ZAISA III;MENSUAL;TARIFA ESTEBAN
7;91;1;01/08/2025;20/08/2025;1,809;TARRAGONA;MENSUAL;TARIFA ESTEBAN
7;53;1;01/08/2025;20/08/2025;1,809;VILAMALLA;MENSUAL;TARIFA ESTEBAN
7;45;1;01/08/2025;20/08/2025;1,821;LACHAR;MENSUAL;TARIFA ESTEBAN
7;47;1;01/08/2025;20/08/2025;1,809;LA CAMPANA;MENSUAL;TARIFA ESTEBAN
7;56;1;01/08/2025;20/08/2025;1,845;AVILESINA;MENSUAL;TARIFA ESTEBAN
7;61;1;01/08/2025;20/08/2025;1,821;GOR;MENSUAL;TARIFA ESTEBAN
7;60;1;01/08/2025;20/08/2025;1,797;LLERS;MENSUAL;TARIFA ESTEBAN
7;65;1;01/08/2025;20/08/2025;1,821;DARRO - A92;MENSUAL;TARIFA ESTEBAN
7;68;1;01/08/2025;20/08/2025;1,885;MERIDA;MENSUAL;TARIFA ESTEBAN
7;67;1;01/08/2025;20/08/2025;1,785;SANCTI-SPIRITUS;MENSUAL;TARIFA ESTEBAN
7;77;1;01/08/2025;20/08/2025;1,785;MURCIA;MENSUAL;TARIFA ESTEBAN
7;78;1;01/08/2025;20/08/2025;1,785;NORIOIL;MENSUAL;TARIFA ESTEBAN
7;80;1;01/08/2025;20/08/2025;1,834;SAN VICENTE DEL PALACIO;MENSUAL;TARIFA ESTEBAN
7;81;1;01/08/2025;20/08/2025;1,846;WATERY ARANDA;MENSUAL;TARIFA ESTEBAN
7;79;1;01/08/2025;20/08/2025;1,741;BERA ;MENSUAL;TARIFA ESTEBAN
7;71;1;01/08/2025;20/08/2025;1,814;PUERTO DE BARCELONA;MENSUAL;TARIFA ESTEBAN
7;86;1;01/08/2025;20/08/2025;1,838;GIRONA-CALSINA;MENSUAL;TARIFA ESTEBAN
7;89;1;01/08/2025;20/08/2025;1,790;CATARROJA;MENSUAL;TARIFA ESTEBAN
7;90;1;01/08/2025;20/08/2025;1,790;MANISES - EXOIL;MENSUAL;TARIFA ESTEBAN
7;93;1;01/08/2025;20/08/2025;1,843;FEGOBLAN PONTEVEDRA;MENSUAL;TARIFA ESTEBAN
7;94;1;01/08/2025;20/08/2025;1,832;VEGA DE VALCARCE;MENSUAL;TARIFA ESTEBAN
7;95;1;01/08/2025;20/08/2025;1,842;HOILA TOLEDO;MENSUAL;TARIFA ESTEBAN
7;97;1;01/08/2025;20/08/2025;1,798;PETREM TRUCKS FIGUERES;MENSUAL;TARIFA ESTEBAN
5;73;2;01/08/2025;20/08/2025;1,779;TORREJON ;MENSUAL;TARIFA 45 GASOLINA
5;2;2;01/08/2025;20/08/2025;1,779;MADRID;MENSUAL;TARIFA 45 GASOLINA
5;55;2;01/08/2025;20/08/2025;1,779;VALLECAS ;MENSUAL;TARIFA 45 GASOLINA
65;1;5;01/08/2025;20/08/2025;1,58873;TORREMOCHA ;;TRANFIRRED GOB
65;27;5;01/08/2025;20/08/2025;1,58873;UCLES;;TRANFIRRED GOB
65;19;5;01/08/2025;20/08/2025;1,58873;ARCOS JALON;;TRANFIRRED GOB
61;73;1;01/08/2025;20/08/2025;1,853;TORREJON;MENSUAL;TARIFA ECOTRANS
61;19;1;01/08/2025;20/08/2025;1,833;ARCOS JALON;MENSUAL;TARIFA ECOTRANS
61;26;1;01/08/2025;20/08/2025;1,840;ALFAJARIN;MENSUAL;TARIFA ECOTRANS
61;1;1;01/08/2025;20/08/2025;1,857;TORREMOCHA;MENSUAL;TARIFA ECOTRANS
61;2;1;01/08/2025;20/08/2025;1,857;MADRID;MENSUAL;TARIFA ECOTRANS
61;55;1;01/08/2025;20/08/2025;1,865;VALLECAS;MENSUAL;TARIFA ECOTRANS
61;96;1;01/08/2025;20/08/2025;1,853;ES VALDEMORO;MENSUAL;TARIFA ECOTRANS
61;9;1;01/08/2025;20/08/2025;1,816;PAMPLONA;MENSUAL;TARIFA ECOTRANS
61;10;1;01/08/2025;20/08/2025;1,816;PAMPLONA;MENSUAL;TARIFA ECOTRANS
61;74;1;01/08/2025;20/08/2025;1,853;HUMILLADERO;MENSUAL;TARIFA ECOTRANS
61;75;1;01/08/2025;20/08/2025;1,853;HUMILLADERO;MENSUAL;TARIFA ECOTRANS
61;27;1;01/08/2025;20/08/2025;1,857;UCLES;MENSUAL;TARIFA ECOTRANS
61;72;1;01/08/2025;20/08/2025;1,853;BENAMEJI;MENSUAL;TARIFA ECOTRANS
61;76;1;01/08/2025;20/08/2025;1,828;SORIA ALCUBILLAS;MENSUAL;TARIFA ECOTRANS
61;83;1;01/08/2025;20/08/2025;1,840;ES RIBA-ROJA;MENSUAL;TARIFA ECOTRANS
61;84;1;01/08/2025;20/08/2025;1,840;ES PISTA DE SILLA;MENSUAL;TARIFA ECOTRANS
61;85;1;01/08/2025;20/08/2025;1,840;ES REAL DE GANDIA;MENSUAL;TARIFA ECOTRANS
61;87;1;01/08/2025;20/08/2025;1,840;ES CHIVA;MENSUAL;TARIFA ECOTRANS
61;88;1;01/08/2025;20/08/2025;1,840;ES ALBERIC;MENSUAL;TARIFA ECOTRANS
61;18;1;01/08/2025;20/08/2025;1,828;ABRERA;MENSUAL;TARIFA ECOTRANS
61;70;1;01/08/2025;20/08/2025;1,865;VALDEHERRERA;MENSUAL;TARIFA ECOTRANS
61;23;1;01/08/2025;20/08/2025;1,865;EL CASAR;MENSUAL;TARIFA ECOTRANS
61;66;1;01/08/2025;20/08/2025;0,000;MONTE REAL;MENSUAL;TARIFA ECOTRANS
61;8;1;01/08/2025;20/08/2025;1,828;LA JOYOSA;MENSUAL;TARIFA ECOTRANS
61;82;1;01/08/2025;20/08/2025;1,833;JUNDIZ NORPETROL;MENSUAL;TARIFA ECOTRANS
61;16;1;01/08/2025;20/08/2025;1,961;OLIVERAL;MENSUAL;TARIFA ECOTRANS
61;14;1;01/08/2025;20/08/2025;0,000;Z.FRANCA;MENSUAL;TARIFA ECOTRANS
61;5;1;01/08/2025;20/08/2025;1,845;GUARROMAN;MENSUAL;TARIFA ECOTRANS
61;41;1;01/08/2025;20/08/2025;1,853;VALDEPEÑAS;MENSUAL;TARIFA ECOTRANS
61;64;1;01/08/2025;20/08/2025;1,845;OPEN;MENSUAL;TARIFA ECOTRANS
61;44;1;01/08/2025;20/08/2025;1,816;TJOIL SEVILLA;MENSUAL;TARIFA ECOTRANS
61;33;1;01/08/2025;20/08/2025;1,868;BENAVENTE;MENSUAL;TARIFA ECOTRANS
61;34;1;01/08/2025;20/08/2025;1,839;IRUN ZAISA III;MENSUAL;TARIFA ECOTRANS
61;91;1;01/08/2025;20/08/2025;1,840;TARRAGONA;MENSUAL;TARIFA ECOTRANS
61;53;1;01/08/2025;20/08/2025;1,840;VILAMALLA;MENSUAL;TARIFA ECOTRANS
61;45;1;01/08/2025;20/08/2025;1,853;LACHAR;MENSUAL;TARIFA ECOTRANS
61;47;1;01/08/2025;20/08/2025;1,840;LA CAMPANA;MENSUAL;TARIFA ECOTRANS
61;56;1;01/08/2025;20/08/2025;1,877;AVILESINA;MENSUAL;TARIFA ECOTRANS
61;61;1;01/08/2025;20/08/2025;1,853;GOR;MENSUAL;TARIFA ECOTRANS
61;60;1;01/08/2025;20/08/2025;1,828;LLERS;MENSUAL;TARIFA ECOTRANS
61;65;1;01/08/2025;20/08/2025;1,853;DARRO - A92;MENSUAL;TARIFA ECOTRANS
61;68;1;01/08/2025;20/08/2025;1,917;MERIDA;MENSUAL;TARIFA ECOTRANS
61;67;1;01/08/2025;20/08/2025;1,816;SANCTI-SPIRITUS;MENSUAL;TARIFA ECOTRANS
61;77;1;01/08/2025;20/08/2025;1,816;MURCIA;MENSUAL;TARIFA ECOTRANS
61;78;1;01/08/2025;20/08/2025;1,816;NORIOIL;MENSUAL;TARIFA ECOTRANS
61;80;1;01/08/2025;20/08/2025;1,866;SAN VICENTE DEL PALACIO;MENSUAL;TARIFA ECOTRANS
61;81;1;01/08/2025;20/08/2025;1,878;WATERY ARANDA;MENSUAL;TARIFA ECOTRANS
61;79;1;01/08/2025;20/08/2025;1,792;BERA ;MENSUAL;TARIFA ECOTRANS
61;71;1;01/08/2025;20/08/2025;1,845;PUERTO DE BARCELONA;MENSUAL;TARIFA ECOTRANS
61;86;1;01/08/2025;20/08/2025;1,869;GIRONA-CALSINA;MENSUAL;TARIFA ECOTRANS
61;89;1;01/08/2025;20/08/2025;1,840;CATARROJA;MENSUAL;TARIFA ECOTRANS
61;90;1;01/08/2025;20/08/2025;1,840;MANISES - EXOIL;MENSUAL;TARIFA ECOTRANS
61;93;1;01/08/2025;20/08/2025;1,874;FEGOBLAN PONTEVEDRA;MENSUAL;TARIFA ECOTRANS
61;94;1;01/08/2025;20/08/2025;1,863;VEGA DE VALCARCE;MENSUAL;TARIFA ECOTRANS
61;95;1;01/08/2025;20/08/2025;1,873;HOILA TOLEDO;MENSUAL;TARIFA ECOTRANS
61;97;1;01/08/2025;20/08/2025;1,849;PETREM TRUCKS FIGUERES;MENSUAL;TARIFA ECOTRANS
86;73;1;01/08/2025;20/08/2025;1,828;TORREJON;MENSUAL;TARIFA 30
86;19;1;01/08/2025;20/08/2025;1,809;ARCOS JALON;MENSUAL;TARIFA 30
86;26;1;01/08/2025;20/08/2025;1,816;ALFAJARIN;MENSUAL;TARIFA 30
86;1;1;01/08/2025;20/08/2025;1,833;TORREMOCHA;MENSUAL;TARIFA 30
86;2;1;01/08/2025;20/08/2025;1,833;MADRID;MENSUAL;TARIFA 30
86;55;1;01/08/2025;20/08/2025;1,840;VALLECAS;MENSUAL;TARIFA 30
86;96;1;01/08/2025;20/08/2025;1,828;ES VALDEMORO;MENSUAL;TARIFA 30
86;9;1;01/08/2025;20/08/2025;1,792;PAMPLONA;MENSUAL;TARIFA 30
86;10;1;01/08/2025;20/08/2025;1,792;PAMPLONA;MENSUAL;TARIFA 30
86;74;1;01/08/2025;20/08/2025;1,828;HUMILLADERO;MENSUAL;TARIFA 30
86;75;1;01/08/2025;20/08/2025;1,828;HUMILLADERO;MENSUAL;TARIFA 30
86;27;1;01/08/2025;20/08/2025;1,833;UCLES;MENSUAL;TARIFA 30
86;72;1;01/08/2025;20/08/2025;1,828;BENAMEJI;MENSUAL;TARIFA 30
86;76;1;01/08/2025;20/08/2025;1,804;SORIA ALCUBILLAS;MENSUAL;TARIFA 30
86;83;1;01/08/2025;20/08/2025;1,816;ES RIBA-ROJA;MENSUAL;TARIFA 30
86;84;1;01/08/2025;20/08/2025;1,816;ES PISTA DE SILLA;MENSUAL;TARIFA 30
86;85;1;01/08/2025;20/08/2025;1,816;ES REAL DE GANDIA;MENSUAL;TARIFA 30
86;87;1;01/08/2025;20/08/2025;1,816;ES CHIVA;MENSUAL;TARIFA 30
86;88;1;01/08/2025;20/08/2025;1,816;ES ALBERIC;MENSUAL;TARIFA 30
86;18;1;01/08/2025;20/08/2025;1,777;ABRERA;MENSUAL;TARIFA 30
86;70;1;01/08/2025;20/08/2025;1,840;VALDEHERRERA;MENSUAL;TARIFA 30
86;23;1;01/08/2025;20/08/2025;1,840;EL CASAR;MENSUAL;TARIFA 30
86;66;1;01/08/2025;20/08/2025;0,000;MONTE REAL;MENSUAL;TARIFA 30
86;8;1;01/08/2025;20/08/2025;1,804;LA JOYOSA;MENSUAL;TARIFA 30
86;82;1;01/08/2025;20/08/2025;1,809;JUNDIZ NORPETROL;MENSUAL;TARIFA 30
86;16;1;01/08/2025;20/08/2025;1,937;OLIVERAL;MENSUAL;TARIFA 30
86;14;1;01/08/2025;20/08/2025;0,000;Z.FRANCA;MENSUAL;TARIFA 30
86;5;1;01/08/2025;20/08/2025;1,821;GUARROMAN;MENSUAL;TARIFA 30
86;41;1;01/08/2025;20/08/2025;1,828;VALDEPEÑAS;MENSUAL;TARIFA 30
86;64;1;01/08/2025;20/08/2025;1,821;OPEN;MENSUAL;TARIFA 30
86;44;1;01/08/2025;20/08/2025;1,792;TJOIL SEVILLA;MENSUAL;TARIFA 30
86;33;1;01/08/2025;20/08/2025;1,844;BENAVENTE;MENSUAL;TARIFA 30
86;34;1;01/08/2025;20/08/2025;1,815;IRUN ZAISA III;MENSUAL;TARIFA 30
86;91;1;01/08/2025;20/08/2025;1,816;TARRAGONA;MENSUAL;TARIFA 30
86;53;1;01/08/2025;20/08/2025;1,816;VILAMALLA;MENSUAL;TARIFA 30
86;45;1;01/08/2025;20/08/2025;1,828;LACHAR;MENSUAL;TARIFA 30
86;47;1;01/08/2025;20/08/2025;1,816;LA CAMPANA;MENSUAL;TARIFA 30
86;56;1;01/08/2025;20/08/2025;1,853;AVILESINA;MENSUAL;TARIFA 30
86;61;1;01/08/2025;20/08/2025;1,828;GOR;MENSUAL;TARIFA 30
86;60;1;01/08/2025;20/08/2025;1,804;LLERS;MENSUAL;TARIFA 30
86;65;1;01/08/2025;20/08/2025;1,828;DARRO - A92;MENSUAL;TARIFA 30
86;68;1;01/08/2025;20/08/2025;1,892;MERIDA;MENSUAL;TARIFA 30
86;67;1;01/08/2025;20/08/2025;1,792;SANCTI-SPIRITUS;MENSUAL;TARIFA 30
86;77;1;01/08/2025;20/08/2025;1,792;MURCIA;MENSUAL;TARIFA 30
86;78;1;01/08/2025;20/08/2025;1,792;NORIOIL;MENSUAL;TARIFA 30
86;80;1;01/08/2025;20/08/2025;1,842;SAN VICENTE DEL PALACIO;MENSUAL;TARIFA 30
86;81;1;01/08/2025;20/08/2025;1,854;WATERY ARANDA;MENSUAL;TARIFA 30
86;79;1;01/08/2025;20/08/2025;1,768;BERA ;MENSUAL;TARIFA 30
86;71;1;01/08/2025;20/08/2025;1,821;PUERTO DE BARCELONA;MENSUAL;TARIFA 30
86;86;1;01/08/2025;20/08/2025;1,845;GIRONA-CALSINA;MENSUAL;TARIFA 30
86;89;1;01/08/2025;20/08/2025;1,816;CATARROJA;MENSUAL;TARIFA 30
86;90;1;01/08/2025;20/08/2025;1,816;MANISES - EXOIL;MENSUAL;TARIFA 30
86;93;1;01/08/2025;20/08/2025;1,850;FEGOBLAN PONTEVEDRA;MENSUAL;TARIFA 30
86;94;1;01/08/2025;20/08/2025;1,839;VEGA DE VALCARCE;MENSUAL;TARIFA 30
86;95;1;01/08/2025;20/08/2025;1,849;HOILA TOLEDO;MENSUAL;TARIFA 30
86;97;1;01/08/2025;20/08/2025;1,825;PETREM TRUCKS FIGUERES;MENSUAL;TARIFA 30
87;73;1;01/08/2025;20/08/2025;1,825;TORREJON;MENSUAL;TARIFA 27 SUR
87;19;1;01/08/2025;20/08/2025;1,805;ARCOS JALON;MENSUAL;TARIFA 27 SUR
87;26;1;01/08/2025;20/08/2025;1,813;ALFAJARIN;MENSUAL;TARIFA 27 SUR
87;1;1;01/08/2025;20/08/2025;1,830;TORREMOCHA;MENSUAL;TARIFA 27 SUR
87;2;1;01/08/2025;20/08/2025;1,830;MADRID;MENSUAL;TARIFA 27 SUR
87;55;1;01/08/2025;20/08/2025;1,837;VALLECAS;MENSUAL;TARIFA 27 SUR
87;96;1;01/08/2025;20/08/2025;1,825;ES VALDEMORO;MENSUAL;TARIFA 27 SUR
87;9;1;01/08/2025;20/08/2025;1,788;PAMPLONA;MENSUAL;TARIFA 27 SUR
87;10;1;01/08/2025;20/08/2025;1,788;PAMPLONA;MENSUAL;TARIFA 27 SUR
87;74;1;01/08/2025;20/08/2025;1,825;HUMILLADERO;MENSUAL;TARIFA 27 SUR
87;75;1;01/08/2025;20/08/2025;1,825;HUMILLADERO;MENSUAL;TARIFA 27 SUR
87;27;1;01/08/2025;20/08/2025;1,830;UCLES;MENSUAL;TARIFA 27 SUR
87;72;1;01/08/2025;20/08/2025;1,825;BENAMEJI;MENSUAL;TARIFA 27 SUR
87;76;1;01/08/2025;20/08/2025;1,800;SORIA ALCUBILLAS;MENSUAL;TARIFA 27 SUR
87;83;1;01/08/2025;20/08/2025;1,813;ES RIBA-ROJA;MENSUAL;TARIFA 27 SUR
87;84;1;01/08/2025;20/08/2025;1,813;ES PISTA DE SILLA;MENSUAL;TARIFA 27 SUR
87;85;1;01/08/2025;20/08/2025;1,813;ES REAL DE GANDIA;MENSUAL;TARIFA 27 SUR
87;87;1;01/08/2025;20/08/2025;1,813;ES CHIVA;MENSUAL;TARIFA 27 SUR
87;88;1;01/08/2025;20/08/2025;1,813;ES ALBERIC;MENSUAL;TARIFA 27 SUR
87;18;1;01/08/2025;20/08/2025;1,777;ABRERA;MENSUAL;TARIFA 27 SUR
87;70;1;01/08/2025;20/08/2025;1,848;VALDEHERRERA;MENSUAL;TARIFA 27 SUR
87;23;1;01/08/2025;20/08/2025;1,837;EL CASAR;MENSUAL;TARIFA 27 SUR
87;66;1;01/08/2025;20/08/2025;0,000;MONTE REAL;MENSUAL;TARIFA 27 SUR
87;8;1;01/08/2025;20/08/2025;1,811;LA JOYOSA;MENSUAL;TARIFA 27 SUR
87;82;1;01/08/2025;20/08/2025;1,816;JUNDIZ NORPETROL;MENSUAL;TARIFA 27 SUR
87;16;1;01/08/2025;20/08/2025;1,944;OLIVERAL;MENSUAL;TARIFA 27 SUR
87;14;1;01/08/2025;20/08/2025;0,000;Z.FRANCA;MENSUAL;TARIFA 27 SUR
87;5;1;01/08/2025;20/08/2025;1,817;GUARROMAN;MENSUAL;TARIFA 27 SUR
87;41;1;01/08/2025;20/08/2025;1,825;VALDEPEÑAS;MENSUAL;TARIFA 27 SUR
87;64;1;01/08/2025;20/08/2025;1,817;OPEN;MENSUAL;TARIFA 27 SUR
87;44;1;01/08/2025;20/08/2025;1,799;TJOIL SEVILLA;MENSUAL;TARIFA 27 SUR
87;33;1;01/08/2025;20/08/2025;1,851;BENAVENTE;MENSUAL;TARIFA 27 SUR
87;34;1;01/08/2025;20/08/2025;1,822;IRUN ZAISA III;MENSUAL;TARIFA 27 SUR
87;91;1;01/08/2025;20/08/2025;1,823;TARRAGONA;MENSUAL;TARIFA 27 SUR
87;53;1;01/08/2025;20/08/2025;1,823;VILAMALLA;MENSUAL;TARIFA 27 SUR
87;45;1;01/08/2025;20/08/2025;1,825;LACHAR;MENSUAL;TARIFA 27 SUR
87;47;1;01/08/2025;20/08/2025;1,813;LA CAMPANA;MENSUAL;TARIFA 27 SUR
87;56;1;01/08/2025;20/08/2025;1,860;AVILESINA;MENSUAL;TARIFA 27 SUR
87;61;1;01/08/2025;20/08/2025;1,825;GOR;MENSUAL;TARIFA 27 SUR
87;60;1;01/08/2025;20/08/2025;1,811;LLERS;MENSUAL;TARIFA 27 SUR
87;65;1;01/08/2025;20/08/2025;1,825;DARRO - A92;MENSUAL;TARIFA 27 SUR
87;68;1;01/08/2025;20/08/2025;1,900;MERIDA;MENSUAL;TARIFA 27 SUR
87;67;1;01/08/2025;20/08/2025;1,799;SANCTI-SPIRITUS;MENSUAL;TARIFA 27 SUR
87;77;1;01/08/2025;20/08/2025;1,799;MURCIA;MENSUAL;TARIFA 27 SUR
87;78;1;01/08/2025;20/08/2025;1,799;NORIOIL;MENSUAL;TARIFA 27 SUR
87;80;1;01/08/2025;20/08/2025;1,849;SAN VICENTE DEL PALACIO;MENSUAL;TARIFA 27 SUR
87;81;1;01/08/2025;20/08/2025;1,861;WATERY ARANDA;MENSUAL;TARIFA 27 SUR
87;79;1;01/08/2025;20/08/2025;1,775;BERA ;MENSUAL;TARIFA 27 SUR
87;71;1;01/08/2025;20/08/2025;1,828;PUERTO DE BARCELONA;MENSUAL;TARIFA 27 SUR
87;86;1;01/08/2025;20/08/2025;1,853;GIRONA-CALSINA;MENSUAL;TARIFA 27 SUR
87;89;1;01/08/2025;20/08/2025;1,813;CATARROJA;MENSUAL;TARIFA 27 SUR
87;90;1;01/08/2025;20/08/2025;1,813;MANISES - EXOIL;MENSUAL;TARIFA 27 SUR
87;93;1;01/08/2025;20/08/2025;1,857;FEGOBLAN PONTEVEDRA;MENSUAL;TARIFA 27 SUR
87;94;1;01/08/2025;20/08/2025;1,846;VEGA DE VALCARCE;MENSUAL;TARIFA 27 SUR
87;95;1;01/08/2025;20/08/2025;1,856;HOILA TOLEDO;MENSUAL;TARIFA 27 SUR
87;97;1;01/08/2025;20/08/2025;1,821;PETREM TRUCKS FIGUERES;MENSUAL;TARIFA 27 SUR
88;73;1;01/08/2025;20/08/2025;1,810;TORREJON;MENSUAL;TARIFA 15 SUR
88;19;1;01/08/2025;20/08/2025;1,791;ARCOS JALON;MENSUAL;TARIFA 15 SUR
88;26;1;01/08/2025;20/08/2025;1,798;ALFAJARIN;MENSUAL;TARIFA 15 SUR
88;1;1;01/08/2025;20/08/2025;1,815;TORREMOCHA;MENSUAL;TARIFA 15 SUR
88;2;1;01/08/2025;20/08/2025;1,815;MADRID;MENSUAL;TARIFA 15 SUR
88;55;1;01/08/2025;20/08/2025;1,822;VALLECAS;MENSUAL;TARIFA 15 SUR
88;96;1;01/08/2025;20/08/2025;1,810;ES VALDEMORO;MENSUAL;TARIFA 15 SUR
88;9;1;01/08/2025;20/08/2025;1,774;PAMPLONA;MENSUAL;TARIFA 15 SUR
88;10;1;01/08/2025;20/08/2025;1,774;PAMPLONA;MENSUAL;TARIFA 15 SUR
88;74;1;01/08/2025;20/08/2025;1,810;HUMILLADERO;MENSUAL;TARIFA 15 SUR
88;75;1;01/08/2025;20/08/2025;1,810;HUMILLADERO;MENSUAL;TARIFA 15 SUR
88;27;1;01/08/2025;20/08/2025;1,815;UCLES;MENSUAL;TARIFA 15 SUR
88;72;1;01/08/2025;20/08/2025;1,810;BENAMEJI;MENSUAL;TARIFA 15 SUR
88;76;1;01/08/2025;20/08/2025;1,786;SORIA ALCUBILLAS;MENSUAL;TARIFA 15 SUR
88;83;1;01/08/2025;20/08/2025;1,798;ES RIBA-ROJA;MENSUAL;TARIFA 15 SUR
88;84;1;01/08/2025;20/08/2025;1,798;ES PISTA DE SILLA;MENSUAL;TARIFA 15 SUR
88;85;1;01/08/2025;20/08/2025;1,798;ES REAL DE GANDIA;MENSUAL;TARIFA 15 SUR
88;87;1;01/08/2025;20/08/2025;1,798;ES CHIVA;MENSUAL;TARIFA 15 SUR
88;88;1;01/08/2025;20/08/2025;1,798;ES ALBERIC;MENSUAL;TARIFA 15 SUR
88;18;1;01/08/2025;20/08/2025;1,777;ABRERA;MENSUAL;TARIFA 15 SUR
88;70;1;01/08/2025;20/08/2025;1,833;VALDEHERRERA;MENSUAL;TARIFA 15 SUR
88;23;1;01/08/2025;20/08/2025;1,822;EL CASAR;MENSUAL;TARIFA 15 SUR
88;66;1;01/08/2025;20/08/2025;0,000;MONTE REAL;MENSUAL;TARIFA 15 SUR
88;8;1;01/08/2025;20/08/2025;1,797;LA JOYOSA;MENSUAL;TARIFA 15 SUR
88;82;1;01/08/2025;20/08/2025;1,802;JUNDIZ NORPETROL;MENSUAL;TARIFA 15 SUR
88;16;1;01/08/2025;20/08/2025;1,930;OLIVERAL;MENSUAL;TARIFA 15 SUR
88;14;1;01/08/2025;20/08/2025;0,000;Z.FRANCA;MENSUAL;TARIFA 15 SUR
88;5;1;01/08/2025;20/08/2025;1,803;GUARROMAN;MENSUAL;TARIFA 15 SUR
88;41;1;01/08/2025;20/08/2025;1,810;VALDEPEÑAS;MENSUAL;TARIFA 15 SUR
88;64;1;01/08/2025;20/08/2025;1,803;OPEN;MENSUAL;TARIFA 15 SUR
88;44;1;01/08/2025;20/08/2025;1,785;TJOIL SEVILLA;MENSUAL;TARIFA 15 SUR
88;33;1;01/08/2025;20/08/2025;1,837;BENAVENTE;MENSUAL;TARIFA 15 SUR
88;34;1;01/08/2025;20/08/2025;1,808;IRUN ZAISA III;MENSUAL;TARIFA 15 SUR
88;91;1;01/08/2025;20/08/2025;1,809;TARRAGONA;MENSUAL;TARIFA 15 SUR
