;ESTACION;PRODUCTO;INICIAL;FINAL;PVP;ESTACION;PAGO;TARIFA
39;55;1;01/08/2025;20/08/2025;1,855;VALLECAS;MENSUAL;TARIFA 42
39;96;1;01/08/2025;20/08/2025;1,843;ES VALDEMORO;MENSUAL;TARIFA 42
39;9;1;01/08/2025;20/08/2025;1,807;PAMPLONA;MENSUAL;TARIFA 42
39;10;1;01/08/2025;20/08/2025;1,807;PAMPLONA;MENSUAL;TARIFA 42
39;74;1;01/08/2025;20/08/2025;1,843;HUMILLADERO;MENSUAL;TARIFA 42
39;75;1;01/08/2025;20/08/2025;1,843;HUMILLADERO;MENSUAL;TARIFA 42
39;27;1;01/08/2025;20/08/2025;1,848;UCLES;MENSUAL;TARIFA 42
39;72;1;01/08/2025;20/08/2025;1,843;BENAMEJI;MENSUAL;TARIFA 42
39;76;1;01/08/2025;20/08/2025;1,819;SORIA ALCUBILLAS;MENSUAL;TARIFA 42
39;83;1;01/08/2025;20/08/2025;1,831;ES RIBA-ROJA;MENSUAL;TARIFA 42
39;84;1;01/08/2025;20/08/2025;1,831;ES PISTA DE SILLA;MENSUAL;TARIFA 42
39;85;1;01/08/2025;20/08/2025;1,831;ES REAL DE GANDIA;MENSUAL;TARIFA 42
39;87;1;01/08/2025;20/08/2025;1,831;ES CHIVA;MENSUAL;TARIFA 42
39;88;1;01/08/2025;20/08/2025;1,831;ES ALBERIC;MENSUAL;TARIFA 42
39;18;1;01/08/2025;20/08/2025;1,819;ABRERA;MENSUAL;TARIFA 42
39;70;1;01/08/2025;20/08/2025;1,855;VALDEHERRERA;MENSUAL;TARIFA 42
39;23;1;01/08/2025;20/08/2025;1,855;EL CASAR;MENSUAL;TARIFA 42
39;66;1;01/08/2025;20/08/2025;0,000;MONTE REAL;MENSUAL;TARIFA 42
39;8;1;01/08/2025;20/08/2025;1,819;LA JOYOSA;MENSUAL;TARIFA 42
39;82;1;01/08/2025;20/08/2025;1,823;JUNDIZ NORPETROL;MENSUAL;TARIFA 42
39;16;1;01/08/2025;20/08/2025;1,952;OLIVERAL;MENSUAL;TARIFA 42
39;14;1;01/08/2025;20/08/2025;0,000;Z.FRANCA;MENSUAL;TARIFA 42
39;5;1;01/08/2025;20/08/2025;1,836;GUARROMAN;MENSUAL;TARIFA 42
39;41;1;01/08/2025;20/08/2025;1,843;VALDEPEÑAS;MENSUAL;TARIFA 42
39;64;1;01/08/2025;20/08/2025;1,836;OPEN;MENSUAL;TARIFA 42
39;44;1;01/08/2025;20/08/2025;1,807;TJOIL SEVILLA;MENSUAL;TARIFA 42
39;33;1;01/08/2025;20/08/2025;1,859;BENAVENTE;MENSUAL;TARIFA 42
39;34;1;01/08/2025;20/08/2025;1,830;IRUN ZAISA III;MENSUAL;TARIFA 42
39;91;1;01/08/2025;20/08/2025;1,831;TARRAGONA ;MENSUAL;TARIFA 42
39;53;1;01/08/2025;20/08/2025;1,831;VILAMALLA;MENSUAL;TARIFA 42
39;45;1;01/08/2025;20/08/2025;1,843;LACHAR;MENSUAL;TARIFA 42
39;47;1;01/08/2025;20/08/2025;1,831;LA CAMPANA;MENSUAL;TARIFA 42
39;56;1;01/08/2025;20/08/2025;1,867;AVILESINA;MENSUAL;TARIFA 42
39;61;1;01/08/2025;20/08/2025;1,843;GOR;MENSUAL;TARIFA 42
39;60;1;01/08/2025;20/08/2025;1,819;LLERS;MENSUAL;TARIFA 42
39;65;1;01/08/2025;20/08/2025;1,843;DARRO - A92;MENSUAL;TARIFA 42
39;68;1;01/08/2025;20/08/2025;1,907;MERIDA;MENSUAL;TARIFA 42
39;67;1;01/08/2025;20/08/2025;1,807;SANCTI-SPIRITUS;MENSUAL;TARIFA 42
39;77;1;01/08/2025;20/08/2025;1,807;MURCIA;MENSUAL;TARIFA 42
39;78;1;01/08/2025;20/08/2025;1,807;NORIOIL;MENSUAL;TARIFA 42
39;80;1;01/08/2025;20/08/2025;1,856;SAN VICENTE DEL PALACIO;MENSUAL;TARIFA 42
39;81;1;01/08/2025;20/08/2025;1,868;WATERY ARANDA;MENSUAL;TARIFA 42
39;79;1;01/08/2025;20/08/2025;1,782;BERA ;MENSUAL;TARIFA 42
39;71;1;01/08/2025;20/08/2025;1,836;PUERTO DE BARCELONA;MENSUAL;TARIFA 42
39;86;1;01/08/2025;20/08/2025;1,860;GIRONA-CALSINA;MENSUAL;TARIFA 42
39;89;1;01/08/2025;20/08/2025;1,831;CATARROJA;MENSUAL;TARIFA 42
39;90;1;01/08/2025;20/08/2025;1,831;MANISES - EXOIL;MENSUAL;TARIFA 42
39;93;1;01/08/2025;20/08/2025;1,865;FEGOBLAN PONTEVEDRA;MENSUAL;TARIFA 42
39;94;1;01/08/2025;20/08/2025;1,854;VEGA DE VALCARCE;MENSUAL;TARIFA 42
39;95;1;01/08/2025;20/08/2025;1,863;HOILA TOLEDO;MENSUAL;TARIFA 42
39;97;1;01/08/2025;20/08/2025;1,839;PETREM TRUCKS FIGUERES;MENSUAL;TARIFA 42
5;73;1;01/08/2025;20/08/2025;1,849;TORREJON;MENSUAL;TARIFA 47
5;19;1;01/08/2025;20/08/2025;1,830;ARCOS JALON;MENSUAL;TARIFA 47
5;26;1;01/08/2025;20/08/2025;1,837;ALFAJARIN;MENSUAL;TARIFA 47
5;1;1;01/08/2025;20/08/2025;1,854;TORREMOCHA;MENSUAL;TARIFA 47
5;2;1;01/08/2025;20/08/2025;1,854;MADRID;MENSUAL;TARIFA 47
5;55;1;01/08/2025;20/08/2025;1,861;VALLECAS;MENSUAL;TARIFA 47
5;96;1;01/08/2025;20/08/2025;1,849;ES VALDEMORO;MENSUAL;TARIFA 47
5;9;1;01/08/2025;20/08/2025;1,813;PAMPLONA;MENSUAL;TARIFA 47
5;10;1;01/08/2025;20/08/2025;1,813;PAMPLONA;MENSUAL;TARIFA 47
5;74;1;01/08/2025;20/08/2025;1,849;HUMILLADERO;MENSUAL;TARIFA 47
5;75;1;01/08/2025;20/08/2025;1,849;HUMILLADERO;MENSUAL;TARIFA 47
5;27;1;01/08/2025;20/08/2025;1,854;UCLES;MENSUAL;TARIFA 47
5;72;1;01/08/2025;20/08/2025;1,849;BENAMEJI;MENSUAL;TARIFA 47
5;76;1;01/08/2025;20/08/2025;1,825;SORIA ALCUBILLAS;MENSUAL;TARIFA 47
5;83;1;01/08/2025;20/08/2025;1,837;ES RIBA-ROJA;MENSUAL;TARIFA 47
5;84;1;01/08/2025;20/08/2025;1,837;ES PISTA DE SILLA;MENSUAL;TARIFA 47
5;85;1;01/08/2025;20/08/2025;1,837;ES REAL DE GANDIA;MENSUAL;TARIFA 47
5;87;1;01/08/2025;20/08/2025;1,837;ES CHIVA;MENSUAL;TARIFA 47
5;88;1;01/08/2025;20/08/2025;1,837;ES ALBERIC;MENSUAL;TARIFA 47
5;18;1;01/08/2025;20/08/2025;1,825;ABRERA;MENSUAL;TARIFA 47
5;70;1;01/08/2025;20/08/2025;1,861;VALDEHERRERA;MENSUAL;TARIFA 47
5;23;1;01/08/2025;20/08/2025;1,861;EL CASAR;MENSUAL;TARIFA 47
5;66;1;01/08/2025;20/08/2025;0,000;MONTE REAL;MENSUAL;TARIFA 47
5;8;1;01/08/2025;20/08/2025;1,825;LA JOYOSA;MENSUAL;TARIFA 47
5;82;1;01/08/2025;20/08/2025;1,830;JUNDIZ NORPETROL;MENSUAL;TARIFA 47
5;16;1;01/08/2025;20/08/2025;1,958;OLIVERAL;MENSUAL;TARIFA 47
5;14;1;01/08/2025;20/08/2025;0,000;Z.FRANCA;MENSUAL;TARIFA 47
5;5;1;01/08/2025;20/08/2025;1,842;GUARROMAN;MENSUAL;TARIFA 47
5;41;1;01/08/2025;20/08/2025;1,849;VALDEPEÑAS;MENSUAL;TARIFA 47
5;64;1;01/08/2025;20/08/2025;1,842;OPEN;MENSUAL;TARIFA 47
5;44;1;01/08/2025;20/08/2025;1,813;TJOIL SEVILLA;MENSUAL;TARIFA 47
5;33;1;01/08/2025;20/08/2025;1,865;BENAVENTE;MENSUAL;TARIFA 47
5;34;1;01/08/2025;20/08/2025;1,836;IRUN ZAISA III;MENSUAL;TARIFA 47
5;91;1;01/08/2025;20/08/2025;1,837;TARRAGONA ;MENSUAL;TARIFA 47
5;53;1;01/08/2025;20/08/2025;1,837;VILAMALLA;MENSUAL;TARIFA 47
5;45;1;01/08/2025;20/08/2025;1,849;LACHAR;MENSUAL;TARIFA 47
5;47;1;01/08/2025;20/08/2025;1,837;LA CAMPANA;MENSUAL;TARIFA 47
5;56;1;01/08/2025;20/08/2025;1,873;AVILESINA;MENSUAL;TARIFA 47
5;61;1;01/08/2025;20/08/2025;1,849;GOR;MENSUAL;TARIFA 47
5;60;1;01/08/2025;20/08/2025;1,825;LLERS;MENSUAL;TARIFA 47
5;65;1;01/08/2025;20/08/2025;1,849;DARRO - A92;MENSUAL;TARIFA 47
5;68;1;01/08/2025;20/08/2025;1,913;MERIDA;MENSUAL;TARIFA 47
5;67;1;01/08/2025;20/08/2025;1,813;SANCTI-SPIRITUS;MENSUAL;TARIFA 47
5;77;1;01/08/2025;20/08/2025;1,813;MURCIA;MENSUAL;TARIFA 47
5;78;1;01/08/2025;20/08/2025;1,813;NORIOIL;MENSUAL;TARIFA 47
5;80;1;01/08/2025;20/08/2025;1,862;SAN VICENTE DEL PALACIO;MENSUAL;TARIFA 47
5;81;1;01/08/2025;20/08/2025;1,874;WATERY ARANDA;MENSUAL;TARIFA 47
5;79;1;01/08/2025;20/08/2025;1,788;BERA ;MENSUAL;TARIFA 47
5;71;1;01/08/2025;20/08/2025;1,842;PUERTO DE BARCELONA;MENSUAL;TARIFA 47
5;86;1;01/08/2025;20/08/2025;1,866;GIRONA-CALSINA;MENSUAL;TARIFA 47
5;89;1;01/08/2025;20/08/2025;1,837;CATARROJA;MENSUAL;TARIFA 47
5;90;1;01/08/2025;20/08/2025;1,837;MANISES - EXOIL;MENSUAL;TARIFA 47
5;93;1;01/08/2025;20/08/2025;1,871;FEGOBLAN PONTEVEDRA;MENSUAL;TARIFA 47
5;94;1;01/08/2025;20/08/2025;1,860;VEGA DE VALCARCE;MENSUAL;TARIFA 47
5;95;1;01/08/2025;20/08/2025;1,869;HOILA TOLEDO;MENSUAL;TARIFA 47
5;97;1;01/08/2025;20/08/2025;1,845;PETREM TRUCKS FIGUERES;MENSUAL;TARIFA 47
4;73;1;01/08/2025;20/08/2025;1,849;TORREJON;MENSUAL;TARIFA 50
4;19;1;01/08/2025;20/08/2025;1,830;ARCOS JALON;MENSUAL;TARIFA 50
4;26;1;01/08/2025;20/08/2025;1,853;ALFAJARIN;MENSUAL;TARIFA 50
4;1;1;01/08/2025;20/08/2025;1,869;TORREMOCHA;MENSUAL;TARIFA 50
4;2;1;01/08/2025;20/08/2025;1,854;MADRID;MENSUAL;TARIFA 50
4;55;1;01/08/2025;20/08/2025;1,861;VALLECAS;MENSUAL;TARIFA 50
4;96;1;01/08/2025;20/08/2025;1,849;ES VALDEMORO;MENSUAL;TARIFA 50
4;9;1;01/08/2025;20/08/2025;1,828;PAMPLONA;MENSUAL;TARIFA 50
4;10;1;01/08/2025;20/08/2025;1,828;PAMPLONA;MENSUAL;TARIFA 50
4;74;1;01/08/2025;20/08/2025;1,865;HUMILLADERO;MENSUAL;TARIFA 50
4;75;1;01/08/2025;20/08/2025;1,865;HUMILLADERO;MENSUAL;TARIFA 50
4;27;1;01/08/2025;20/08/2025;1,869;UCLES;MENSUAL;TARIFA 50
4;72;1;01/08/2025;20/08/2025;1,865;BENAMEJI;MENSUAL;TARIFA 50
4;76;1;01/08/2025;20/08/2025;1,840;SORIA ALCUBILLAS;MENSUAL;TARIFA 50
4;83;1;01/08/2025;20/08/2025;1,853;ES RIBA-ROJA;MENSUAL;TARIFA 50
4;84;1;01/08/2025;20/08/2025;1,853;ES PISTA DE SILLA;MENSUAL;TARIFA 50
4;85;1;01/08/2025;20/08/2025;1,853;ES REAL DE GANDIA;MENSUAL;TARIFA 50
4;87;1;01/08/2025;20/08/2025;1,853;ES CHIVA;MENSUAL;TARIFA 50
4;88;1;01/08/2025;20/08/2025;1,853;ES ALBERIC;MENSUAL;TARIFA 50
4;18;1;01/08/2025;20/08/2025;1,840;ABRERA;MENSUAL;TARIFA 50
4;70;1;01/08/2025;20/08/2025;1,877;VALDEHERRERA;MENSUAL;TARIFA 50
4;23;1;01/08/2025;20/08/2025;1,877;EL CASAR;MENSUAL;TARIFA 50
4;66;1;01/08/2025;20/08/2025;0,000;MONTE REAL;MENSUAL;TARIFA 50
4;8;1;01/08/2025;20/08/2025;1,840;LA JOYOSA;MENSUAL;TARIFA 50
4;82;1;01/08/2025;20/08/2025;1,845;JUNDIZ NORPETROL;MENSUAL;TARIFA 50
4;16;1;01/08/2025;20/08/2025;1,974;OLIVERAL;MENSUAL;TARIFA 50
4;14;1;01/08/2025;20/08/2025;0,000;Z.FRANCA;MENSUAL;TARIFA 50
4;5;1;01/08/2025;20/08/2025;1,857;GUARROMAN;MENSUAL;TARIFA 50
4;41;1;01/08/2025;20/08/2025;1,865;VALDEPEÑAS;MENSUAL;TARIFA 50
4;64;1;01/08/2025;20/08/2025;1,857;OPEN;MENSUAL;TARIFA 50
4;44;1;01/08/2025;20/08/2025;1,828;TJOIL SEVILLA;MENSUAL;TARIFA 50
4;33;1;01/08/2025;20/08/2025;1,880;BENAVENTE;MENSUAL;TARIFA 50
4;34;1;01/08/2025;20/08/2025;1,851;IRUN ZAISA III;MENSUAL;TARIFA 50
4;91;1;01/08/2025;20/08/2025;1,853;TARRAGONA ;MENSUAL;TARIFA 50
4;53;1;01/08/2025;20/08/2025;1,853;VILAMALLA;MENSUAL;TARIFA 50
4;45;1;01/08/2025;20/08/2025;1,865;LACHAR;MENSUAL;TARIFA 50
4;47;1;01/08/2025;20/08/2025;1,853;LA CAMPANA;MENSUAL;TARIFA 50
4;56;1;01/08/2025;20/08/2025;1,889;AVILESINA;MENSUAL;TARIFA 50
4;61;1;01/08/2025;20/08/2025;1,865;GOR;MENSUAL;TARIFA 50
4;60;1;01/08/2025;20/08/2025;1,840;LLERS;MENSUAL;TARIFA 50
4;65;1;01/08/2025;20/08/2025;1,865;DARRO - A92;MENSUAL;TARIFA 50
4;68;1;01/08/2025;20/08/2025;1,929;MERIDA;MENSUAL;TARIFA 50
4;67;1;01/08/2025;20/08/2025;1,828;SANCTI-SPIRITUS;MENSUAL;TARIFA 50
4;77;1;01/08/2025;20/08/2025;1,828;MURCIA;MENSUAL;TARIFA 50
4;78;1;01/08/2025;20/08/2025;1,828;NORIOIL;MENSUAL;TARIFA 50
4;80;1;01/08/2025;20/08/2025;1,878;SAN VICENTE DEL PALACIO;MENSUAL;TARIFA 50
4;81;1;01/08/2025;20/08/2025;1,890;WATERY ARANDA;MENSUAL;TARIFA 50
4;79;1;01/08/2025;20/08/2025;1,804;BERA ;MENSUAL;TARIFA 50
4;71;1;01/08/2025;20/08/2025;1,857;PUERTO DE BARCELONA;MENSUAL;TARIFA 50
4;86;1;01/08/2025;20/08/2025;1,882;GIRONA-CALSINA;MENSUAL;TARIFA 50
4;89;1;01/08/2025;20/08/2025;1,853;CATARROJA;MENSUAL;TARIFA 50
4;90;1;01/08/2025;20/08/2025;1,853;MANISES - EXOIL;MENSUAL;TARIFA 50
4;93;1;01/08/2025;20/08/2025;1,886;FEGOBLAN PONTEVEDRA;MENSUAL;TARIFA 50
4;94;1;01/08/2025;20/08/2025;1,876;VEGA DE VALCARCE;MENSUAL;TARIFA 50
4;95;1;01/08/2025;20/08/2025;1,885;HOILA TOLEDO;MENSUAL;TARIFA 50
4;97;1;01/08/2025;20/08/2025;1,861;PETREM TRUCKS FIGUERES;MENSUAL;TARIFA 50
9;73;1;01/08/2025;20/08/2025;1,849;TORREJON;MENSUAL;TARIFA 60
9;19;1;01/08/2025;20/08/2025;1,830;ARCOS JALON;MENSUAL;TARIFA 60
9;26;1;01/08/2025;20/08/2025;1,877;ALFAJARIN;MENSUAL;TARIFA 60
9;1;1;01/08/2025;20/08/2025;1,894;TORREMOCHA;MENSUAL;TARIFA 60
9;2;1;01/08/2025;20/08/2025;1,854;MADRID;MENSUAL;TARIFA 60
9;55;1;01/08/2025;20/08/2025;1,861;VALLECAS;MENSUAL;TARIFA 60
9;96;1;01/08/2025;20/08/2025;1,849;ES VALDEMORO;MENSUAL;TARIFA 60
9;9;1;01/08/2025;20/08/2025;1,853;PAMPLONA;MENSUAL;TARIFA 60
9;10;1;01/08/2025;20/08/2025;1,853;PAMPLONA;MENSUAL;TARIFA 60
9;74;1;01/08/2025;20/08/2025;1,889;HUMILLADERO;MENSUAL;TARIFA 60
9;75;1;01/08/2025;20/08/2025;1,889;HUMILLADERO;MENSUAL;TARIFA 60
9;27;1;01/08/2025;20/08/2025;1,894;UCLES;MENSUAL;TARIFA 60
9;72;1;01/08/2025;20/08/2025;1,889;BENAMEJI;MENSUAL;TARIFA 60
9;76;1;01/08/2025;20/08/2025;1,865;SORIA ALCUBILLAS;MENSUAL;TARIFA 60
9;83;1;01/08/2025;20/08/2025;1,877;ES RIBA-ROJA;MENSUAL;TARIFA 60
9;84;1;01/08/2025;20/08/2025;1,877;ES PISTA DE SILLA;MENSUAL;TARIFA 60
9;85;1;01/08/2025;20/08/2025;1,877;ES REAL DE GANDIA;MENSUAL;TARIFA 60
9;87;1;01/08/2025;20/08/2025;1,877;ES CHIVA;MENSUAL;TARIFA 60
9;88;1;01/08/2025;20/08/2025;1,877;ES ALBERIC;MENSUAL;TARIFA 60
9;18;1;01/08/2025;20/08/2025;1,865;ABRERA;MENSUAL;TARIFA 60
9;70;1;01/08/2025;20/08/2025;1,901;VALDEHERRERA;MENSUAL;TARIFA 60
9;23;1;01/08/2025;20/08/2025;1,901;EL CASAR;MENSUAL;TARIFA 60
9;66;1;01/08/2025;20/08/2025;0,000;MONTE REAL;MENSUAL;TARIFA 60
9;8;1;01/08/2025;20/08/2025;1,865;LA JOYOSA;MENSUAL;TARIFA 60
9;82;1;01/08/2025;20/08/2025;1,869;JUNDIZ NORPETROL;MENSUAL;TARIFA 60
9;16;1;01/08/2025;20/08/2025;1,998;OLIVERAL;MENSUAL;TARIFA 60
9;14;1;01/08/2025;20/08/2025;0,000;Z.FRANCA;MENSUAL;TARIFA 60
9;5;1;01/08/2025;20/08/2025;1,882;GUARROMAN;MENSUAL;TARIFA 60
9;41;1;01/08/2025;20/08/2025;1,889;VALDEPEÑAS;MENSUAL;TARIFA 60
9;64;1;01/08/2025;20/08/2025;1,882;OPEN;MENSUAL;TARIFA 60
9;44;1;01/08/2025;20/08/2025;1,853;TJOIL SEVILLA;MENSUAL;TARIFA 60
9;33;1;01/08/2025;20/08/2025;1,905;BENAVENTE;MENSUAL;TARIFA 60
9;34;1;01/08/2025;20/08/2025;1,876;IRUN ZAISA III;MENSUAL;TARIFA 60
9;91;1;01/08/2025;20/08/2025;1,877;TARRAGONA ;MENSUAL;TARIFA 60
9;53;1;01/08/2025;20/08/2025;1,877;VILAMALLA;MENSUAL;TARIFA 60
9;45;1;01/08/2025;20/08/2025;1,889;LACHAR;MENSUAL;TARIFA 60
9;47;1;01/08/2025;20/08/2025;1,877;LA CAMPANA;MENSUAL;TARIFA 60
9;56;1;01/08/2025;20/08/2025;1,913;AVILESINA;MENSUAL;TARIFA 60
9;61;1;01/08/2025;20/08/2025;1,889;GOR;MENSUAL;TARIFA 60
9;60;1;01/08/2025;20/08/2025;1,865;LLERS;MENSUAL;TARIFA 60
9;65;1;01/08/2025;20/08/2025;1,889;DARRO - A92;MENSUAL;TARIFA 60
9;68;1;01/08/2025;20/08/2025;1,953;MERIDA;MENSUAL;TARIFA 60
9;67;1;01/08/2025;20/08/2025;1,853;SANCTI-SPIRITUS;MENSUAL;TARIFA 60
9;77;1;01/08/2025;20/08/2025;1,853;MURCIA;MENSUAL;TARIFA 60
9;78;1;01/08/2025;20/08/2025;1,853;NORIOIL;MENSUAL;TARIFA 60
9;80;1;01/08/2025;20/08/2025;1,902;SAN VICENTE DEL PALACIO;MENSUAL;TARIFA 60
9;81;1;01/08/2025;20/08/2025;1,914;WATERY ARANDA;MENSUAL;TARIFA 60
9;79;1;01/08/2025;20/08/2025;1,828;BERA ;MENSUAL;TARIFA 60
9;71;1;01/08/2025;20/08/2025;1,882;PUERTO DE BARCELONA;MENSUAL;TARIFA 60
9;86;1;01/08/2025;20/08/2025;1,906;GIRONA-CALSINA;MENSUAL;TARIFA 60
9;89;1;01/08/2025;20/08/2025;1,877;CATARROJA;MENSUAL;TARIFA 60
9;90;1;01/08/2025;20/08/2025;1,877;MANISES - EXOIL;MENSUAL;TARIFA 60
9;93;1;01/08/2025;20/08/2025;1,911;FEGOBLAN PONTEVEDRA;MENSUAL;TARIFA 60
9;94;1;01/08/2025;20/08/2025;1,900;VEGA DE VALCARCE;MENSUAL;TARIFA 60
9;95;1;01/08/2025;20/08/2025;1,909;HOILA TOLEDO;MENSUAL;TARIFA 60
9;97;1;01/08/2025;20/08/2025;1,885;PETREM TRUCKS FIGUERES;MENSUAL;TARIFA 60
42;73;1;01/08/2025;20/08/2025;1,901;TORREJON;MENSUAL;TARIFA 85
42;19;1;01/08/2025;20/08/2025;1,882;ARCOS JALON;MENSUAL;TARIFA 85
42;26;1;01/08/2025;20/08/2025;1,889;ALFAJARIN;MENSUAL;TARIFA 85
42;1;1;01/08/2025;20/08/2025;1,906;TORREMOCHA;MENSUAL;TARIFA 85
42;2;1;01/08/2025;20/08/2025;1,906;MADRID;MENSUAL;TARIFA 85
42;55;1;01/08/2025;20/08/2025;1,913;VALLECAS;MENSUAL;TARIFA 85
42;96;1;01/08/2025;20/08/2025;1,901;ES VALDEMORO;MENSUAL;TARIFA 85
42;9;1;01/08/2025;20/08/2025;1,865;PAMPLONA;MENSUAL;TARIFA 85
42;10;1;01/08/2025;20/08/2025;1,865;PAMPLONA;MENSUAL;TARIFA 85
42;74;1;01/08/2025;20/08/2025;1,901;HUMILLADERO;MENSUAL;TARIFA 85
42;75;1;01/08/2025;20/08/2025;1,901;HUMILLADERO;MENSUAL;TARIFA 85
42;27;1;01/08/2025;20/08/2025;1,906;UCLES;MENSUAL;TARIFA 85
42;72;1;01/08/2025;20/08/2025;1,901;BENAMEJI;MENSUAL;TARIFA 85
42;76;1;01/08/2025;20/08/2025;1,877;SORIA ALCUBILLAS;MENSUAL;TARIFA 85
42;83;1;01/08/2025;20/08/2025;1,889;ES RIBA-ROJA;MENSUAL;TARIFA 85
42;84;1;01/08/2025;20/08/2025;1,889;ES PISTA DE SILLA;MENSUAL;TARIFA 85
42;85;1;01/08/2025;20/08/2025;1,889;ES REAL DE GANDIA;MENSUAL;TARIFA 85
42;87;1;01/08/2025;20/08/2025;1,889;ES CHIVA;MENSUAL;TARIFA 85
42;88;1;01/08/2025;20/08/2025;1,889;ES ALBERIC;MENSUAL;TARIFA 85
42;18;1;01/08/2025;20/08/2025;1,877;ABRERA;MENSUAL;TARIFA 85
42;70;1;01/08/2025;20/08/2025;1,913;VALDEHERRERA;MENSUAL;TARIFA 85
42;23;1;01/08/2025;20/08/2025;1,913;EL CASAR;MENSUAL;TARIFA 85
42;66;1;01/08/2025;20/08/2025;0,000;MONTE REAL;MENSUAL;TARIFA 85
42;8;1;01/08/2025;20/08/2025;1,877;LA JOYOSA;MENSUAL;TARIFA 85
42;82;1;01/08/2025;20/08/2025;1,882;JUNDIZ NORPETROL;MENSUAL;TARIFA 85
42;16;1;01/08/2025;20/08/2025;2,010;OLIVERAL;MENSUAL;TARIFA 85
42;14;1;01/08/2025;20/08/2025;0,000;Z.FRANCA;MENSUAL;TARIFA 85
42;5;1;01/08/2025;20/08/2025;1,894;GUARROMAN;MENSUAL;TARIFA 85
42;41;1;01/08/2025;20/08/2025;1,901;VALDEPEÑAS;MENSUAL;TARIFA 85
42;64;1;01/08/2025;20/08/2025;1,894;OPEN;MENSUAL;TARIFA 85
42;44;1;01/08/2025;20/08/2025;1,865;TJOIL SEVILLA;MENSUAL;TARIFA 85
42;33;1;01/08/2025;20/08/2025;1,917;BENAVENTE;MENSUAL;TARIFA 85
42;34;1;01/08/2025;20/08/2025;1,888;IRUN ZAISA III;MENSUAL;TARIFA 85
42;91;1;01/08/2025;20/08/2025;1,889;TARRAGONA ;MENSUAL;TARIFA 85
42;53;1;01/08/2025;20/08/2025;1,889;VILAMALLA;MENSUAL;TARIFA 85
42;45;1;01/08/2025;20/08/2025;1,901;LACHAR;MENSUAL;TARIFA 85
42;47;1;01/08/2025;20/08/2025;1,889;LA CAMPANA;MENSUAL;TARIFA 85
42;56;1;01/08/2025;20/08/2025;1,925;AVILESINA;MENSUAL;TARIFA 85
42;61;1;01/08/2025;20/08/2025;1,901;GOR;MENSUAL;TARIFA 85
42;60;1;01/08/2025;20/08/2025;1,877;LLERS;MENSUAL;TARIFA 85
42;65;1;01/08/2025;20/08/2025;1,901;DARRO - A92;MENSUAL;TARIFA 85
42;68;1;01/08/2025;20/08/2025;1,965;MERIDA;MENSUAL;TARIFA 85
42;67;1;01/08/2025;20/08/2025;1,865;SANCTI-SPIRITUS;MENSUAL;TARIFA 85
42;77;1;01/08/2025;20/08/2025;1,865;MURCIA;MENSUAL;TARIFA 85
42;78;1;01/08/2025;20/08/2025;1,865;NORIOIL;MENSUAL;TARIFA 85
42;80;1;01/08/2025;20/08/2025;1,914;SAN VICENTE DEL PALACIO;MENSUAL;TARIFA 85
42;81;1;01/08/2025;20/08/2025;1,926;WATERY ARANDA;MENSUAL;TARIFA 85
42;79;1;01/08/2025;20/08/2025;1,840;BERA ;MENSUAL;TARIFA 85
42;71;1;01/08/2025;20/08/2025;1,894;PUERTO DE BARCELONA;MENSUAL;TARIFA 85
42;86;1;01/08/2025;20/08/2025;1,918;GIRONA-CALSINA;MENSUAL;TARIFA 85
42;89;1;01/08/2025;20/08/2025;1,889;CATARROJA;MENSUAL;TARIFA 85
42;90;1;01/08/2025;20/08/2025;1,889;MANISES - EXOIL;MENSUAL;TARIFA 85
42;93;1;01/08/2025;20/08/2025;1,923;FEGOBLAN PONTEVEDRA;MENSUAL;TARIFA 85
42;94;1;01/08/2025;20/08/2025;1,912;VEGA DE VALCARCE;MENSUAL;TARIFA 85
42;95;1;01/08/2025;20/08/2025;1,921;HOILA TOLEDO;MENSUAL;TARIFA 85
42;97;1;01/08/2025;20/08/2025;1,897;PETREM TRUCKS FIGUERES;MENSUAL;TARIFA 85
50;73;1;01/08/2025;20/08/2025;1,802;TORREJON;MENSUAL;TARIFA CARRERAS
50;19;1;01/08/2025;20/08/2025;1,782;ARCOS JALON;MENSUAL;TARIFA CARRERAS
50;26;1;01/08/2025;20/08/2025;1,790;ALFAJARIN;MENSUAL;TARIFA CARRERAS
50;1;1;01/08/2025;20/08/2025;1,807;TORREMOCHA;MENSUAL;TARIFA CARRERAS
50;2;1;01/08/2025;20/08/2025;1,807;MADRID;MENSUAL;TARIFA CARRERAS
50;55;1;01/08/2025;20/08/2025;1,826;VALLECAS;MENSUAL;TARIFA CARRERAS
50;96;1;01/08/2025;20/08/2025;1,814;ES VALDEMORO;MENSUAL;TARIFA CARRERAS
50;9;1;01/08/2025;20/08/2025;1,765;PAMPLONA;MENSUAL;TARIFA CARRERAS
50;10;1;01/08/2025;20/08/2025;1,765;PAMPLONA;MENSUAL;TARIFA CARRERAS
50;74;1;01/08/2025;20/08/2025;1,802;HUMILLADERO;MENSUAL;TARIFA CARRERAS
50;75;1;01/08/2025;20/08/2025;1,802;HUMILLADERO;MENSUAL;TARIFA CARRERAS
50;27;1;01/08/2025;20/08/2025;1,807;UCLES;MENSUAL;TARIFA CARRERAS
50;72;1;01/08/2025;20/08/2025;1,802;BENAMEJI;MENSUAL;TARIFA CARRERAS
